"","Period","log_CPI","log_indu","LIBOR","Neer","Unempl"
"496","2018M04",4.65832719539299,4.63513758525394,0.7585,1.4083,4.2
"497","2018M05",4.66083644054226,4.63307572885338,0.6437,1.3459,4
"498","2018M06",4.66228764664136,4.65046747156525,0.6387,1.3288,4
"499","2018M07",4.6636278451956,4.64232078699743,0.7462,1.3169,4
"500","2018M08",4.6670289879808,4.6494527581347,0.8052,1.288,4.1
"501","2018M09",4.66741762524559,4.65148115639609,0.8009,1.3062,4.1
"502","2018M10",4.6693206650767,4.6412977690054,0.8062,1.3012,4
"503","2018M11",4.67082958645141,4.6402737033757,0.8748,1.2901,4
"504","2018M12",4.67181635900537,4.64232078699743,0.9042,1.2661,3.9
"505","2019M01",4.67135642599943,4.65249381471048,0.9185,1.2901,3.9
"506","2019M02",4.67279532305428,4.65854832361919,0.876,1.3017,3.8
"507","2019M03",4.67457958659565,4.66756190492455,0.8419,1.3165,3.8
"508","2019M04",4.67777406941572,4.64436368862723,0.8249,1.3036,3.8
"509","2019M05",4.67969846896751,4.65653422424749,0.8038,1.2841,3.9
"510","2019M06",4.6811152497191,4.6595538541212,0.7831,1.2679,3.8
"511","2019M07",4.68332106985669,4.66356589561116,0.7713,1.2469,3.9
"512","2019M08",4.68378734918445,4.65754178100778,0.7649,1.2155,3.8
"513","2019M09",4.68409300221317,4.67253456559392,0.7707,1.2354,3.8
"514","2019M10",4.68419922851589,4.68142351301117,0.784,1.2647,3.8
"515","2019M11",4.68567621272592,4.67846930111374,0.7944,1.2883,3.8
"516","2019M12",4.68479554363655,4.6794550084385,0.7896,1.3101,3.9
